AGENCY,RECIPIENT,AWARD DESCRIPTION,PAYMENT DATE,PAYMENT,ORG TYPE
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$30,054",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,$777,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$4,900",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$206,State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,470",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,AR ST DIVISION OF AGING & ADULT SERVICES,State - Social Services Department,3/7/2025,"$3,576",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,AR ST DIVISION OF AGING & ADULT SERVICES,State - Social Services Department,3/7/2025,"$42,100",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,AR ST DIVISION OF AGING & ADULT SERVICES,State - Social Services Department,3/7/2025,"$33,660",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,AZ ST DEPARTMENT OF ECONOMIC SECURITY,State - Social Services Department,3/7/2025,"$1,650",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,AZ ST DEPARTMENT OF ECONOMIC SECURITY,State - Social Services Department,3/7/2025,"$144,187",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,AZ ST DEPARTMENT OF ECONOMIC SECURITY,State - Social Services Department,3/7/2025,"$8,130",State Social Services
HHS-ADMINISTRATION FOR COMMUNITY LIVING,AZ ST DEPARTMENT OF ECONOMIC SECURITY,State - Social Services Department,3/7/2025,"$6,113",State Social Services
HHS-ADMINISTRATION FOR STRATEGIC PREPAREDNESS AND RESPONSE,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$179,073",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,East Central University,State - Social Services Department,3/7/2025,"$3,385",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"HEALTH AND HUMAN SERVICES, MAINE DEPARTMENT OF",State - Social Services Department,3/7/2025,"$3,246",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,NY ST DEPT OF HEALTH,State - Social Services Department,3/7/2025,"$1,475",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Community Catalyst Inc,State - Social Services Department,3/7/2025,"$193,048",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,NATIONAL INSTITUTE OF HYGIENE AND EPIDEMIOLOGY,State - Social Services Department,3/6/2025,"$88,672",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,NATIONAL INSTITUTE OF HYGIENE AND EPIDEMIOLOGY,State - Social Services Department,3/6/2025,"$9,393",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,American Samoa Alliance Against Domestic and Sex Violen,State - Social Services Department,3/7/2025,"$1,827",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$447,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$549,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$14,653",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$274,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$572,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$76,927",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$336,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,697",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$43,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$5,826",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$36,966",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$358,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$11,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$18,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$2,124",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$9,703",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$184,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$2,690",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$265,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,949",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$6,127",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$447,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$4,644",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$124,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$111,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$367,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$9,409",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,577",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$651,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$411,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$912,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$3,247",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$13,044",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$333,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,477",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$322,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$10,500",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$9,605",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$4,038",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$3,552",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,388",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,542",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$944,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$11,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$493,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$67,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$286,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$125,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$323,795",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$49,305",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$35,352",State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$490,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$412,State Social Services
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,317",State Social Services
HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$593,824",State Social Services
HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,WA ST DEPARTMENT OF SOCIAL & HEALTH SERVICES,State - Social Services Department,3/7/2025,"$3,949,986",State Social Services
HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,MO ST DEPARTMENT OF SOCIAL SERVICES,State - Social Services Department,3/7/2025,"$19,791,697",State Social Services
HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,HI ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$478,103",State Social Services
HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,NH ST DEPARTMENT OF HEALTH & HUMAN SERVICES,State - Social Services Department,3/7/2025,"$11,620,914",State Social Services
HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,"CT ST DEPT OF SOCIAL SERVICES, OFF OF FINANCIAL MGMT",State - Social Services Department,3/7/2025,"$215,465",State Social Services
HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,IL ST DEPT OF HEALTHCARE AND FAMILY SERVICES,State - Social Services Department,3/7/2025,"$4,491,777",State Social Services
HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,THE COMMONWEALTH OF MASSACHUSETTS,State - Social Services Department,3/7/2025,"$20,006,154",State Social Services
HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,THE COMMONWEALTH OF MASSACHUSETTS,State - Social Services Department,3/7/2025,"$641,504,441",State Social Services
HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,NJ ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,"$126,099",State Social Services
HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,"HUMAN SERVICES, ARKANSAS DEPARTMENT OF",State - Social Services Department,3/7/2025,"$234,836",State Social Services
HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,575",State Social Services
HHS-CENTERS FOR MEDICARE & MEDICAID SERVICES,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$1,790",State Social Services
HHS-FOOD & DRUG ADMINISTRATION,FL ST DEPARTMENT OF AGRICULTURE & CONS SER,State - Social Services Department,3/7/2025,"$11,082",State Social Services
HHS-FOOD & DRUG ADMINISTRATION,FL ST DEPARTMENT OF AGRICULTURE & CONS SER,State - Social Services Department,3/7/2025,"$40,344",State Social Services
HHS-FOOD & DRUG ADMINISTRATION,FL ST DEPARTMENT OF AGRICULTURE & CONS SER,State - Social Services Department,3/7/2025,"$14,245",State Social Services
HHS-FOOD & DRUG ADMINISTRATION,"AGRICULTURE, KANSAS DEPARTMENT OF",State - Social Services Department,3/7/2025,"$25,805",State Social Services
HHS-FOOD & DRUG ADMINISTRATION,"AGRICULTURE, KANSAS DEPARTMENT OF",State - Social Services Department,3/7/2025,"$26,861",State Social Services
HHS-FOOD & DRUG ADMINISTRATION,"AGRICULTURE, KANSAS DEPARTMENT OF",State - Social Services Department,3/7/2025,"$19,129",State Social Services
HHS-FOOD & DRUG ADMINISTRATION,"AGRICULTURE, KANSAS DEPARTMENT OF",State - Social Services Department,3/7/2025,"$15,793",State Social Services
HHS-FOOD & DRUG ADMINISTRATION,"AGRICULTURE, KANSAS DEPARTMENT OF",State - Social Services Department,3/7/2025,"$15,827",State Social Services
HHS-FOOD & DRUG ADMINISTRATION,Global Food Protection Institute,State - Social Services Department,3/7/2025,"$67,559",State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,HEALTH & HUMAN SVC COMMN TX,State - Social Services Department,3/7/2025,"$105,757",State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, MAINE DEPARTMENT OF",State - Social Services Department,3/7/2025,$101,State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,"Penobscot Community Health Center, Inc.",State - Social Services Department,3/7/2025,"$218,992",State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,"HEALTHLINC, INC.",State - Social Services Department,3/7/2025,"$31,258",State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,Central Maine Area Agency on Aging,State - Social Services Department,3/7/2025,"$6,721",State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",State - Social Services Department,3/7/2025,"$205,206",State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,North Georgia Health District 1-2,State - Social Services Department,3/7/2025,"$250,987",State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$50,644",State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$279,State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$891,State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$11,150",State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$572,State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$11,298",State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$43,132",State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,$229,State Social Services
HHS-HEALTH RESOURCES & SERVICES ADMINISTRATION,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$4,936",State Social Services
HHS-OFFICE OF THE SECRETARY,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SE,State - Social Services Department,3/7/2025,"$23,532",State Social Services
HHS-SUBSTANCE ABUSE & MENTAL HEALTH SERVICES ADMIN,AR ST DEPARTMENT OF HUMAN SERVICES,State - Social Services Department,3/7/2025,$17,State Social Services
